Phase,Soil,Comp_Treatment,Rep,Pot,Individual,Species,Biomass,b_count,v_count,Tillers,Total_plants,Cheat_pct,Vent_pct
2,BRTE,6,3,621,2,BRTE,0.1526,2,0,2,2,100,0
2,BRTE,7,3,622,1,BRTE,0.1106,2,0,3,2,100,0
2,BRTE,7,3,622,2,BRTE,0.1078,2,0,2,2,100,0
2,BRTE,8,3,623,1,BRTE,0.0234,3,0,1,3,100,0
2,BRTE,8,3,623,2,BRTE,0.1846,3,0,2,3,100,0
2,BRTE,8,3,623,3,BRTE,0.0351,3,0,1,3,100,0
2,BRTE,9,3,624,1,BRTE,0.0409,4,0,1,4,100,0
2,BRTE,9,3,624,2,BRTE,0.0197,4,0,1,4,100,0
2,BRTE,9,3,624,3,BRTE,0.0348,4,0,2,4,100,0
2,BRTE,9,3,624,4,BRTE,0.0549,4,0,2,4,100,0
2,BRTE,10,3,625,1,BRTE,0.1235,4,0,3,4,100,0
2,BRTE,10,3,625,2,BRTE,0.0125,4,0,1,4,100,0
2,BRTE,10,3,625,3,BRTE,0.0164,4,0,1,4,100,0
2,BRTE,10,3,625,4,BRTE,0.0066,4,0,1,4,100,0
2,BRTE,11,3,626,1,BRTE,0.1062,3,0,3,3,100,0
2,BRTE,11,3,626,2,BRTE,0.0272,3,0,1,3,100,0
2,BRTE,11,3,626,3,BRTE,0.0868,3,0,2,3,100,0
2,BRTE,12,3,627,1,BRTE,0.0311,6,0,1,6,100,0
2,BRTE,12,3,627,2,BRTE,0.0354,6,0,1,6,100,0
2,BRTE,12,3,627,3,BRTE,0.0349,6,0,1,6,100,0
2,BRTE,12,3,627,4,BRTE,0.0095,6,0,1,6,100,0
2,BRTE,12,3,627,5,BRTE,0.0547,6,0,2,6,100,0
2,BRTE,12,3,627,6,BRTE,0.0244,6,0,1,6,100,0
2,BRTE,13,3,628,1,BRTE,0.0955,8,0,2,8,100,0
2,BRTE,13,3,628,2,BRTE,0.0607,8,0,1,8,100,0
2,BRTE,13,3,628,3,BRTE,0.0365,8,0,1,8,100,0
2,BRTE,13,3,628,4,BRTE,0.1182,8,0,2,8,100,0
2,BRTE,13,3,628,5,BRTE,0.0511,8,0,1,8,100,0
2,BRTE,13,3,628,6,BRTE,0.0116,8,0,1,8,100,0
2,BRTE,13,3,628,7,BRTE,0.0506,8,0,1,8,100,0
2,BRTE,13,3,628,8,BRTE,0.0636,8,0,1,8,100,0
2,BRTE,14,3,629,1,BRTE,0.0167,8,0,1,8,100,0
2,BRTE,14,3,629,2,BRTE,0.0381,8,0,2,8,100,0
2,BRTE,14,3,629,3,BRTE,0.0361,8,0,1,8,100,0
2,BRTE,14,3,629,4,BRTE,0.0526,8,0,2,8,100,0
2,BRTE,14,3,629,5,BRTE,0.0932,8,0,2,8,100,0
2,BRTE,14,3,629,6,BRTE,0.0108,8,0,1,8,100,0
2,BRTE,14,3,629,7,BRTE,0.0131,8,0,1,8,100,0
2,BRTE,14,3,629,8,BRTE,0.0071,8,0,1,8,100,0
2,BRTE,15,3,630,1,BRTE,0.0664,8,0,2,8,100,0
2,BRTE,15,3,630,2,BRTE,0.059,8,0,1,8,100,0
2,BRTE,15,3,630,3,BRTE,0.0522,8,0,1,8,100,0
2,BRTE,15,3,630,4,BRTE,0.0249,8,0,2,8,100,0
2,BRTE,15,3,630,5,BRTE,0.0918,8,0,2,8,100,0
2,BRTE,15,3,630,6,BRTE,0.0435,8,0,1,8,100,0
2,BRTE,15,3,630,7,BRTE,0.0985,8,0,3,8,100,0
2,BRTE,15,3,630,8,BRTE,0.0404,8,0,2,8,100,0
2,BRTE,16,3,631,1,BRTE,0.0465,8,0,1,8,100,0
2,BRTE,16,3,631,2,BRTE,0.0739,8,0,1,8,100,0
2,BRTE,16,3,631,3,BRTE,0.0371,8,0,1,8,100,0
2,BRTE,16,3,631,4,BRTE,0.0317,8,0,1,8,100,0
2,BRTE,16,3,631,5,BRTE,0.0399,8,0,1,8,100,0
2,BRTE,16,3,631,6,BRTE,0.0676,8,0,2,8,100,0
2,BRTE,16,3,631,7,BRTE,0.0497,8,0,1,8,100,0
2,BRTE,16,3,631,8,BRTE,0.0345,8,0,1,8,100,0
2,BRTE,17,3,632,1,BRTE,0.0341,16,0,2,16,100,0
2,BRTE,17,3,632,2,BRTE,0.055,16,0,1,16,100,0
2,BRTE,17,3,632,3,BRTE,0.0168,16,0,1,16,100,0
2,BRTE,17,3,632,4,BRTE,0.0683,16,0,1,16,100,0
2,BRTE,17,3,632,5,BRTE,0.0644,16,0,2,16,100,0
2,BRTE,17,3,632,6,BRTE,0.0336,16,0,2,16,100,0
2,BRTE,17,3,632,7,BRTE,0.0176,16,0,1,16,100,0
2,BRTE,17,3,632,8,BRTE,0.0103,16,0,1,16,100,0
2,BRTE,17,3,632,9,BRTE,0.0242,16,0,1,16,100,0
2,BRTE,17,3,632,10,BRTE,0.0204,16,0,1,16,100,0
2,BRTE,17,3,632,11,BRTE,0.0454,16,0,1,16,100,0
2,BRTE,17,3,632,12,BRTE,0.0629,16,0,2,16,100,0
2,BRTE,17,3,632,13,BRTE,0.0232,16,0,1,16,100,0
2,BRTE,17,3,632,14,BRTE,0.0082,16,0,1,16,100,0
2,BRTE,17,3,632,15,BRTE,0.038,16,0,2,16,100,0
2,BRTE,17,3,632,16,BRTE,0.0384,16,0,3,16,100,0
2,Native,0,1,633,1,VEDU,0.0024,0,1,1,1,0,100
2,Native,0,1,633,1,VEDU,0.044,0,1,4,1,0,100
2,Native,0,1,633,1,VEDU,0.0273,0,1,2,1,0,100
2,Native,1,1,634,1,VEDU,0.0307,0,2,1,2,0,100
2,Native,1,1,634,2,VEDU,0.0181,0,2,1,2,0,100
2,Native,2,1,635,1,VEDU,0.0137,0,4,1,4,0,100
2,Native,2,1,635,2,VEDU,0.0094,0,4,2,4,0,100
2,Native,2,1,635,3,VEDU,0.0039,0,4,1,4,0,100
2,Native,2,1,635,4,VEDU,0.0022,0,4,1,4,0,100
2,Native,3,1,636,1,VEDU,0.0166,0,8,3,8,0,100
2,Native,3,1,636,2,VEDU,0.0158,0,8,3,8,0,100
2,Native,3,1,636,3,VEDU,0.0252,0,8,3,8,0,100
2,Native,3,1,636,4,VEDU,0.0227,0,8,2,8,0,100
2,Native,3,1,636,5,VEDU,0.0106,0,8,2,8,0,100
2,Native,3,1,636,6,VEDU,0.0138,0,8,2,8,0,100
2,Native,3,1,636,7,VEDU,0.0103,0,8,2,8,0,100
2,Native,3,1,636,8,VEDU,0.0046,0,8,1,8,0,100
2,Native,4,1,637,1,VEDU,0.0046,0,10,1,10,0,100
2,Native,4,1,637,2,VEDU,0.0066,0,10,1,10,0,100
2,Native,4,1,637,3,VEDU,0.0121,0,10,2,10,0,100
2,Native,4,1,637,4,VEDU,0.0094,0,10,1,10,0,100
2,Native,4,1,637,5,VEDU,0.0043,0,10,1,10,0,100
2,Native,4,1,637,6,VEDU,0.0064,0,10,2,10,0,100
2,Native,4,1,637,7,VEDU,0.0086,0,10,1,10,0,100
2,Native,4,1,637,8,VEDU,0.0028,0,10,1,10,0,100
2,Native,4,1,637,9,VEDU,0.0042,0,10,1,10,0,100
2,Native,4,1,637,10,VEDU,0.0031,0,10,1,10,0,100
2,Native,6,1,638,1,VEDU,0.0254,0,2,2,2,0,100
2,Native,6,1,638,2,VEDU,0.0061,0,2,1,2,0,100
2,Native,7,1,639,1,VEDU,0.0049,0,4,2,4,0,100
2,Native,7,1,639,2,VEDU,0.0061,0,4,1,4,0,100
2,Native,7,1,639,3,VEDU,0.0019,0,4,1,4,0,100
2,Native,7,1,639,4,VEDU,0.0045,0,4,1,4,0,100
2,Native,8,1,640,1,VEDU,0.0034,0,7,1,7,0,100
2,Native,8,1,640,2,VEDU,0.0039,0,7,1,7,0,100
2,Native,8,1,640,3,VEDU,0.0009,0,7,1,7,0,100
2,Native,8,1,640,4,VEDU,0.0044,0,7,2,7,0,100
2,Native,8,1,640,5,VEDU,0.0096,0,7,2,7,0,100
2,Native,8,1,640,6,VEDU,0.0019,0,7,1,7,0,100
2,Native,8,1,640,7,VEDU,0.0007,0,7,1,7,0,100
2,Native,11,1,641,1,VEDU,0.0026,0,5,1,5,0,100
2,Native,11,1,641,2,VEDU,0.0034,0,5,2,5,0,100
2,Native,11,1,641,3,VEDU,0.0019,0,5,1,5,0,100
2,Native,11,1,641,4,VEDU,0.0015,0,5,1,5,0,100
2,Native,11,1,641,5,VEDU,0.0027,0,5,1,5,0,100
2,Native,12,1,642,1,VEDU,0.0031,0,7,1,7,0,100
2,Native,12,1,642,2,VEDU,0.0054,0,7,2,7,0,100
2,Native,12,1,642,3,VEDU,0.0095,0,7,1,7,0,100
2,Native,12,1,642,4,VEDU,0.011,0,7,2,7,0,100
2,Native,12,1,642,5,VEDU,0.0096,0,7,1,7,0,100
2,Native,12,1,642,6,VEDU,0.0035,0,7,1,7,0,100
2,Native,12,1,642,7,VEDU,0.0041,0,7,1,7,0,100
2,Native,14,1,643,1,VEDU,0.0068,0,1,2,1,0,100
2,Native,15,1,644,1,VEDU,0.0038,0,4,1,4,0,100
2,Native,15,1,644,2,VEDU,0.0036,0,4,1,4,0,100
2,Native,15,1,644,3,VEDU,0.0039,0,4,1,4,0,100
2,Native,15,1,644,4,VEDU,0.0015,0,4,1,4,0,100
2,Native,16,1,645,1,VEDU,0.0024,0,8,1,8,0,100
2,Native,16,1,645,2,VEDU,0.003,0,8,1,8,0,100
2,Native,16,1,645,3,VEDU,0.0017,0,8,1,8,0,100
2,Native,16,1,645,4,VEDU,0.0025,0,8,1,8,0,100
2,Native,16,1,645,5,VEDU,0.002,0,8,1,8,0,100
2,Native,16,1,645,6,VEDU,0.0025,0,8,1,8,0,100
2,Native,16,1,645,7,VEDU,0.0017,0,8,1,8,0,100
2,Native,16,1,645,8,VEDU,0.0004,0,8,1,8,0,100
2,Native,19,1,646,1,VEDU,0.0681,0,3,4,3,0,100
2,Native,19,1,646,2,VEDU,0.1019,0,3,5,3,0,100
2,Native,19,1,646,3,VEDU,0.0295,0,3,3,3,0,100
2,Native,0,1,647,1,BRTE,0.1066,1,0,2,1,100,0
2,Native,0,1,648,1,BRTE,0.0658,1,0,2,1,100,0
2,Native,0,1,649,1,BRTE,0.0288,1,0,2,1,100,0
2,Native,0,1,650,1,BRTE,0.0282,1,0,1,1,100,0
2,Native,0,1,651,1,BRTE,0.2108,1,0,3,1,100,0
2,Native,0,1,652,1,BRTE,0.1741,1,0,2,1,100,0
2,Native,0,1,653,1,BRTE,0.1449,1,0,3,1,100,0
2,Native,0,1,654,1,BRTE,0.2725,1,0,3,1,100,0
2,Native,0,1,655,1,BRTE,0.0702,1,0,2,1,100,0
2,Native,6,1,656,1,BRTE,0.1593,2,0,3,2,100,0
2,Native,6,1,656,2,BRTE,0.0607,2,0,2,2,100,0
2,Native,7,1,657,1,BRTE,0.0956,4,0,2,4,100,0
2,Native,7,1,657,2,BRTE,0.0658,4,0,2,4,100,0
2,Native,7,1,657,3,BRTE,0.0328,4,0,1,4,100,0
2,Native,7,1,657,4,BRTE,0.0102,4,0,1,4,100,0
2,Native,8,1,658,1,BRTE,0.078,2,0,3,2,100,0
2,Native,8,1,658,2,BRTE,0.0445,2,0,2,2,100,0
2,Native,10,1,659,1,BRTE,0.0749,2,0,2,2,100,0
2,Native,10,1,659,2,BRTE,0.0457,2,0,2,2,100,0
2,Native,12,1,660,1,BRTE,0.0923,5,0,4,5,100,0
2,Native,12,1,660,2,BRTE,0.1259,5,0,3,5,100,0
2,Native,12,1,660,3,BRTE,0.0746,5,0,3,5,100,0
2,Native,12,1,660,4,BRTE,0.1297,5,0,4,5,100,0
2,Native,12,1,660,5,BRTE,0.0246,5,0,1,5,100,0
2,Native,11,1,661,1,BRTE,0.0426,4,0,2,4,100,0
2,Native,11,1,661,2,BRTE,0.0439,4,0,3,4,100,0
2,Native,11,1,661,3,BRTE,0.0412,4,0,2,4,100,0
2,Native,11,1,661,4,BRTE,0.0133,4,0,1,4,100,0
2,Native,13,1,662,1,BRTE,0.0593,8,0,2,8,100,0
2,Native,13,1,662,2,BRTE,0.0458,8,0,1,8,100,0
2,Native,13,1,662,3,BRTE,0.0677,8,0,2,8,100,0
2,Native,13,1,662,4,BRTE,0.0358,8,0,2,8,100,0
2,Native,13,1,662,5,BRTE,0.003,8,0,1,8,100,0
2,Native,13,1,662,6,BRTE,0.0102,8,0,1,8,100,0
2,Native,13,1,662,7,BRTE,0.0105,8,0,1,8,100,0
2,Native,13,1,662,8,BRTE,0.0708,8,0,3,8,100,0
2,Native,14,1,663,1,BRTE,0.0641,8,0,1,8,100,0
2,Native,14,1,663,2,BRTE,0.0457,8,0,1,8,100,0
2,Native,14,1,663,3,BRTE,0.0072,8,0,1,8,100,0
2,Native,14,1,663,4,BRTE,0.039,8,0,1,8,100,0
2,Native,14,1,663,5,BRTE,0.0451,8,0,1,8,100,0
2,Native,14,1,663,6,BRTE,0.0103,8,0,1,8,100,0
2,Native,14,1,663,7,BRTE,0.007,8,0,1,8,100,0
2,Native,14,1,663,8,BRTE,0.0047,8,0,1,8,100,0
2,Native,15,1,664,1,BRTE,0.0771,8,0,3,8,100,0
2,Native,15,1,664,2,BRTE,0.0533,8,0,2,8,100,0
2,Native,15,1,664,3,BRTE,0.0284,8,0,1,8,100,0
2,Native,15,1,664,4,BRTE,0.0625,8,0,2,8,100,0
2,Native,15,1,664,5,BRTE,0.0158,8,0,1,8,100,0
2,Native,15,1,664,6,BRTE,0.0895,8,0,2,8,100,0
2,Native,15,1,664,7,BRTE,0.0446,8,0,2,8,100,0
2,Native,15,1,664,8,BRTE,0.0005,8,0,1,8,100,0
2,Native,16,1,665,1,BRTE,0.0297,15,0,1,15,100,0
2,Native,16,1,665,2,BRTE,0.0252,15,0,1,15,100,0
2,Native,16,1,665,3,BRTE,0.0142,15,0,1,15,100,0
2,Native,16,1,665,4,BRTE,0.0153,15,0,1,15,100,0
2,Native,16,1,665,5,BRTE,0.0272,15,0,2,15,100,0
2,Native,16,1,665,6,BRTE,0.0219,15,0,1,15,100,0
2,Native,16,1,665,7,BRTE,0.0419,15,0,3,15,100,0
2,Native,16,1,665,8,BRTE,0.017,15,0,1,15,100,0
2,Native,16,1,665,9,BRTE,0.0142,15,0,1,15,100,0
2,Native,16,1,665,10,BRTE,0.0077,15,0,1,15,100,0
2,Native,16,1,665,11,BRTE,0.0108,15,0,1,15,100,0
2,Native,16,1,665,12,BRTE,0.012,15,0,1,15,100,0
2,Native,16,1,665,13,BRTE,0.0172,15,0,1,15,100,0
2,Native,16,1,665,14,BRTE,0.0071,15,0,1,15,100,0
2,Native,16,1,665,16,BRTE,0.0075,15,0,1,15,100,0
2,Native,16,1,665,1,BRTE,0.0491,12,0,2,12,100,0
2,Native,16,1,665,2,BRTE,0.0317,12,0,1,12,100,0
2,Native,16,1,665,3,BRTE,0.0201,12,0,1,12,100,0
2,Native,16,1,665,4,BRTE,0.0493,12,0,2,12,100,0
2,Native,16,1,665,5,BRTE,0.0156,12,0,1,12,100,0
2,Native,16,1,665,6,BRTE,0.0518,12,0,3,12,100,0
2,Native,16,1,665,7,BRTE,0.0148,12,0,1,12,100,0
2,Native,16,1,665,8,BRTE,0.0432,12,0,2,12,100,0
2,Native,16,1,665,9,BRTE,0.0517,12,0,2,12,100,0
2,Native,16,1,665,10,BRTE,0.03,12,0,1,12,100,0
2,Native,16,1,665,11,BRTE,0.0207,12,0,1,12,100,0
2,Native,16,1,665,12,BRTE,0.0254,12,0,1,12,100,0
2,Native,18,1,666,1,BRTE,0.1881,1,0,4,1,100,0
2,Native,5,2,667,1,BRTE,0.0619,1,0,1,1,100,0
2,Native,6,2,668,1,BRTE,0.0824,2,0,2,2,100,0
2,Native,6,2,668,2,BRTE,0.0711,2,0,2,2,100,0
2,Native,7,2,669,1,BRTE,0.0663,2,0,2,2,100,0
2,Native,7,2,669,2,BRTE,0.0373,2,0,1,2,100,0
2,Native,8,2,670,1,BRTE,0.1383,2,0,2,2,100,0
2,Native,8,2,670,2,BRTE,0.0655,2,0,1,2,100,0
2,Native,9,2,671,1,BRTE,0.0436,4,0,1,4,100,0
2,Native,9,2,671,2,BRTE,0.0496,4,0,2,4,100,0
2,Native,9,2,671,3,BRTE,0.0051,4,0,1,4,100,0
2,Native,9,2,671,4,BRTE,0.0221,4,0,1,4,100,0
2,Native,10,2,672,1,BRTE,0.0351,4,0,1,4,100,0
2,Native,10,2,672,2,BRTE,0.0311,4,0,1,4,100,0
2,Native,10,2,672,3,BRTE,0.0386,4,0,1,4,100,0
2,Native,10,2,672,4,BRTE,0.0434,4,0,1,4,100,0
2,Native,11,2,673,1,BRTE,0.1097,3,0,2,3,100,0
2,Native,11,2,673,2,BRTE,0.0801,3,0,2,3,100,0
2,Native,11,2,673,3,BRTE,0.0463,3,0,1,3,100,0
2,Native,12,2,674,1,BRTE,0.1055,6,0,2,6,100,0
2,Native,12,2,674,2,BRTE,0.0207,6,0,1,6,100,0
2,Native,12,2,674,3,BRTE,0.0759,6,0,2,6,100,0
2,Native,12,2,674,4,BRTE,0.0296,6,0,1,6,100,0
2,Native,12,2,674,5,BRTE,0.0985,6,0,2,6,100,0
2,Native,12,2,674,6,BRTE,0.0034,6,0,1,6,100,0
2,Native,13,2,675,1,BRTE,0.0225,7,0,1,7,100,0
2,Native,13,2,675,2,BRTE,0.0145,7,0,1,7,100,0
2,Native,13,2,675,3,BRTE,0.0203,7,0,1,7,100,0
2,Native,13,2,675,4,BRTE,0.0142,7,0,1,7,100,0
2,Native,13,2,675,5,BRTE,0.0279,7,0,1,7,100,0
2,Native,13,2,675,6,BRTE,0.0149,7,0,1,7,100,0
2,Native,13,2,675,7,BRTE,0.0452,7,0,2,7,100,0
2,Native,14,2,676,1,BRTE,0.1459,8,0,2,8,100,0
2,Native,14,2,676,2,BRTE,0.0056,8,0,1,8,100,0
2,Native,14,2,676,3,BRTE,0.0062,8,0,1,8,100,0
2,Native,14,2,676,4,BRTE,0.0763,8,0,2,8,100,0
2,Native,14,2,676,5,BRTE,0.0294,8,0,1,8,100,0
2,Native,14,2,676,6,BRTE,0.051,8,0,2,8,100,0
2,Native,14,2,676,7,BRTE,0.0444,8,0,2,8,100,0
2,Native,14,2,676,8,BRTE,0.0423,8,0,2,8,100,0
2,Native,15,2,677,1,BRTE,0.0081,9,0,1,9,100,0
2,Native,15,2,677,2,BRTE,0.0084,9,0,1,9,100,0
2,Native,15,2,677,3,BRTE,0.0578,9,0,1,9,100,0
2,Native,15,2,677,4,BRTE,0.0157,9,0,1,9,100,0
2,Native,15,2,677,5,BRTE,0.0382,9,0,1,9,100,0
2,Native,15,2,677,6,BRTE,0.0535,9,0,2,9,100,0
2,Native,15,2,677,7,BRTE,0.0789,9,0,2,9,100,0
2,Native,15,2,677,8,BRTE,0.0456,9,0,1,9,100,0
2,Native,15,2,677,9,BRTE,0.0067,9,0,1,9,100,0
2,Native,16,2,678,1,BRTE,0.015,6,0,1,6,100,0
2,Native,16,2,678,2,BRTE,0.0548,6,0,1,6,100,0
2,Native,16,2,678,3,BRTE,0.0756,6,0,1,6,100,0
2,Native,16,2,678,4,BRTE,0.0382,6,0,1,6,100,0
2,Native,16,2,678,5,BRTE,0.0056,6,0,1,6,100,0
2,Native,16,2,678,6,BRTE,0.0051,6,0,1,6,100,0
2,Native,17,2,679,1,BRTE,0.0087,14,0,1,14,100,0
2,Native,17,2,679,2,BRTE,0.0168,14,0,1,14,100,0
2,Native,17,2,679,3,BRTE,0.0028,14,0,1,14,100,0
2,Native,17,2,679,4,BRTE,0.0165,14,0,1,14,100,0
2,Native,17,2,679,5,BRTE,0.0679,14,0,2,14,100,0
2,Native,17,2,679,6,BRTE,0.0693,14,0,2,14,100,0
2,Native,17,2,679,7,BRTE,0.0206,14,0,1,14,100,0
2,Native,17,2,679,8,BRTE,0.0113,14,0,1,14,100,0
2,Native,17,2,679,9,BRTE,0.0441,14,0,1,14,100,0
2,Native,17,2,679,10,BRTE,0.0049,14,0,1,14,100,0
2,Native,17,2,679,11,BRTE,0.0257,14,0,2,14,100,0
2,Native,17,2,679,12,BRTE,0.0208,14,0,1,14,100,0
2,Native,17,2,679,13,BRTE,0.0056,14,0,1,14,100,0
2,Native,17,2,679,14,BRTE,0.0587,14,0,1,14,100,0
2,Native,18,2,680,1,BRTE,0.2153,1,0,3,1,100,0
2,Native,0,2,681,1,VEDU,0.0091,0,1,2,1,0,100
2,Native,0,2,682,1,VEDU,0.0295,0,1,3,1,0,100
2,Native,0,2,683,1,VEDU,0.0087,0,1,1,1,0,100
2,Native,0,2,684,1,VEDU,0.005,0,1,1,1,0,100
2,Native,0,2,685,1,VEDU,0.0481,0,1,4,1,0,100
2,Native,1,2,686,1,VEDU,0.0187,0,2,2,2,0,100
2,Native,1,2,686,2,VEDU,0.0321,0,2,3,2,0,100
2,Native,2,2,687,1,VEDU,0.0459,0,5,4,5,0,100
2,Native,2,2,687,2,VEDU,0.0076,0,5,1,5,0,100
2,Native,2,2,687,3,VEDU,0.0109,0,5,3,5,0,100
2,Native,2,2,687,4,VEDU,0.0073,0,5,1,5,0,100
2,Native,2,2,687,5,VEDU,0.0075,0,5,1,5,0,100
2,Native,3,2,688,1,VEDU,0.0019,0,4,1,4,0,100
2,Native,3,2,688,2,VEDU,0.0022,0,4,1,4,0,100
2,Native,3,2,688,3,VEDU,0.0498,0,4,4,4,0,100
2,Native,3,2,688,4,VEDU,0.0429,0,4,4,4,0,100
2,Native,4,2,689,1,VEDU,0.0219,0,9,2,9,0,100
2,Native,4,2,689,2,VEDU,0.0084,0,9,1,9,0,100
2,Native,4,2,689,3,VEDU,0.0042,0,9,1,9,0,100
2,Native,4,2,689,4,VEDU,0.0083,0,9,1,9,0,100
2,Native,4,2,689,5,VEDU,0.0203,0,9,2,9,0,100
2,Native,4,2,689,6,VEDU,0.0035,0,9,1,9,0,100
2,Native,4,2,689,7,VEDU,0.0012,0,9,1,9,0,100
2,Native,4,2,689,8,VEDU,0.0062,0,9,1,9,0,100
2,Native,4,2,689,9,VEDU,0.0165,0,9,2,9,0,100
2,Native,6,2,690,1,VEDU,0.0113,0,2,2,2,0,100
2,Native,6,2,690,2,VEDU,0.0014,0,2,1,2,0,100
2,Native,7,2,691,1,VEDU,0.0112,0,1,2,1,0,100
2,Native,8,2,692,1,VEDU,0.0023,0,8,1,8,0,100
2,Native,8,2,692,2,VEDU,0.0111,0,8,2,8,0,100
2,Native,8,2,692,3,VEDU,0.0109,0,8,2,8,0,100
2,Native,8,2,692,4,VEDU,0.003,0,8,1,8,0,100
2,Native,8,2,692,5,VEDU,0.0027,0,8,1,8,0,100
2,Native,8,2,692,6,VEDU,0.0133,0,8,2,8,0,100
2,Native,8,2,692,7,VEDU,0.0089,0,8,2,8,0,100
2,Native,8,2,692,8,VEDU,0.0021,0,8,1,8,0,100
2,Native,10,2,693,1,VEDU,0.006,0,2,1,2,0,100
2,Native,10,2,693,2,VEDU,0.0027,0,2,1,2,0,100
2,Native,11,2,694,1,VEDU,0.0056,0,2,2,2,0,100
2,Native,11,2,694,2,VEDU,0.0021,0,2,1,2,0,100
2,Native,12,2,695,1,VEDU,0.0012,0,2,1,2,0,100
2,Native,12,2,695,2,VEDU,0.002,0,2,1,2,0,100
2,Native,15,2,696,1,VEDU,0.004,0,1,1,1,0,100
2,Native,16,2,697,1,VEDU,0.0055,0,2,1,2,0,100
2,Native,16,2,697,2,VEDU,0.0112,0,2,2,2,0,100
2,Native,19,2,698,1,VEDU,0.008,0,1,3,1,0,100
2,Native,0,3,699,1,BRTE,0.0275,1,0,1,1,100,0
2,Native,0,3,700,1,BRTE,0.1977,1,0,4,1,100,0
2,Native,0,3,701,1,BRTE,0.0467,1,0,2,1,100,0
2,Native,0,3,702,1,BRTE,0.1495,1,0,3,1,100,0
2,Native,0,3,703,1,BRTE,0.1866,1,0,3,1,100,0
2,Native,5,3,704,1,BRTE,0.0962,2,0,2,2,100,0
2,Native,5,3,704,2,BRTE,0.0917,2,0,1,2,100,0
2,Native,9,3,705,1,BRTE,0.0458,4,0,1,4,100,0
2,Native,9,3,705,2,BRTE,0.0521,4,0,1,4,100,0
2,Native,9,3,705,3,BRTE,0.0283,4,0,1,4,100,0
2,Native,9,3,705,4,BRTE,0.0296,4,0,1,4,100,0
2,Native,10,3,706,1,BRTE,0.0791,4,0,1,4,100,0
2,Native,10,3,706,2,BRTE,0.0862,4,0,3,4,100,0
2,Native,10,3,706,3,BRTE,0.0056,4,0,1,4,100,0
2,Native,10,3,706,4,BRTE,0.0046,4,0,1,4,100,0
2,Native,12,3,707,1,BRTE,0.1217,2,0,2,2,100,0
2,Native,12,3,707,2,BRTE,0.1577,2,0,3,2,100,0
2,Native,13,3,708,1,BRTE,0.0243,4,0,1,4,100,0
2,Native,13,3,708,2,BRTE,0.0497,4,0,1,4,100,0
2,Native,13,3,708,3,BRTE,0.0431,4,0,2,4,100,0
2,Native,13,3,708,4,BRTE,0.0209,4,0,1,4,100,0
2,Native,14,3,709,1,BRTE,0.0293,8,0,1,8,100,0
2,Native,14,3,709,2,BRTE,0.0268,8,0,1,8,100,0
2,Native,14,3,709,3,BRTE,0.0278,8,0,1,8,100,0
2,Native,14,3,709,4,BRTE,0.0274,8,0,1,8,100,0
2,Native,14,3,709,5,BRTE,0.0127,8,0,1,8,100,0
2,Native,14,3,709,6,BRTE,0.0421,8,0,2,8,100,0
2,Native,14,3,709,7,BRTE,0.0694,8,0,2,8,100,0
2,Native,14,3,709,8,BRTE,0.0056,8,0,1,8,100,0
2,Native,15,3,710,1,BRTE,0.0338,6,0,1,6,100,0
2,Native,15,3,710,2,BRTE,0.0675,6,0,2,6,100,0
2,Native,15,3,710,3,BRTE,0.041,6,0,2,6,100,0
2,Native,15,3,710,4,BRTE,0.0265,6,0,1,6,100,0
2,Native,15,3,710,6,BRTE,0.0859,6,0,3,6,100,0
2,Native,16,3,711,1,BRTE,0.0945,7,0,2,7,100,0
2,Native,16,3,711,2,BRTE,0.0259,7,0,1,7,100,0
2,Native,16,3,711,3,BRTE,0.0442,7,0,2,7,100,0
2,Native,16,3,711,4,BRTE,0.0407,7,0,1,7,100,0
2,Native,16,3,711,5,BRTE,0.0476,7,0,1,7,100,0
2,Native,16,3,711,6,BRTE,0.0104,7,0,1,7,100,0
2,Native,16,3,711,7,BRTE,0.022,7,0,2,7,100,0
2,Native,0,3,712,1,BRTE,0.0047,1,0,1,1,100,0
2,Native,17,3,713,1,BRTE,0.0142,14,0,1,14,100,0
2,Native,17,3,713,2,BRTE,0.0491,14,0,2,14,100,0
2,Native,17,3,713,3,BRTE,0.0751,14,0,2,14,100,0
2,Native,17,3,713,4,BRTE,0.065,14,0,3,14,100,0
2,Native,17,3,713,5,BRTE,0.0186,14,0,1,14,100,0
2,Native,17,3,713,6,BRTE,0.0208,14,0,1,14,100,0
2,Native,17,3,713,7,BRTE,0.0516,14,0,2,14,100,0
2,Native,17,3,713,8,BRTE,0.0113,14,0,1,14,100,0
2,Native,17,3,713,9,BRTE,0.0308,14,0,1,14,100,0
2,Native,17,3,713,10,BRTE,0.0607,14,0,2,14,100,0
2,Native,17,3,713,11,BRTE,0.1115,14,0,3,14,100,0
2,Native,17,3,713,12,BRTE,0.015,14,0,1,14,100,0
2,Native,17,3,713,13,BRTE,0.0381,14,0,1,14,100,0
2,Native,17,3,713,14,BRTE,0.0139,14,0,1,14,100,0
2,Native,18,3,714,1,BRTE,0.2806,1,0,4,1,100,0
2,Native,11,3,715,1,BRTE,0.0592,3,0,1,3,100,0
2,Native,11,3,715,2,BRTE,0.0353,3,0,1,3,100,0
2,Native,11,3,715,3,BRTE,0.0592,3,0,2,3,100,0
